Time,Wind1VelX,Wind1VelY,Wind1VelZ,PtfmSurge,PtfmSway,PtfmHeave,PtfmRoll,PtfmPitch,PtfmYaw,YawBrMzp,TTDspFA,TwrBsFxt,TwrBsFyt,TwrBsFzt,TwrBsMxt,TwrBsMyt,TwrBsMzt,RtArea,B1N3Clrnc,B2N3Clrnc,B3N3Clrnc,GenPwr,GenTq,Wave1Elev,HydroFxi,HydroFyi,HydroFzi,HydroMxi,HydroMyi,HydroMzi,B1Surge,B1Sway,B1Heave,B1Roll,B1Pitch,B1Yaw,B1TVxi,B1TVyi,B1TVzi,B1RVxi,B1RVyi,B1RVzi,B1TAxi,B1TAyi,B1TAzi,B1RAxi,B1RAyi,B1RAzi,B1WvsFxi,B1WvsFyi,B1WvsFzi,B1WvsMxi,B1WvsMyi,B1WvsMzi,B1HDSFxi,B1HDSFyi,B1HDSFzi,B1HDSMxi,B1HDSMyi,B1HDSMzi,B1RdtFxi,B1RdtFyi,B1RdtFzi,B1RdtMxi,B1RdtMyi,B1RdtMzi,FAIRTEN1,FAIRTEN2,FAIRTEN3,ANCHTEN1,ANCHTEN2,ANCHTEN3
1.250000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.055434E+00,-5.203472E-06,8.510557E-04,9.341641E-06,1.920528E+00,-1.506779E-06,-2.015247E+02,-8.696528E-02,-1.719344E+03,4.408855E+01,-5.965477E+03,-1.452537E+03,-4.466400E+04,-2.016371E+02,1.245155E+04,6.339997E+01,4.882734E+01,5.633779E+01,1.612299E+03,1.927668E+01,-1.884190E+00,2.685089E+07,-3.215423E+04,4.604662E+07,1.518450E+06,-2.966805E+07,1.035734E+05,5.055434E+00,-5.203472E-06,8.510557E-04,1.630424E-07,3.351953E-02,-2.629825E-08,8.719717E-01,-3.672767E-06,1.360924E-02,-6.089730E-07,5.535298E-03,-6.418637E-07,6.624820E+00,4.721523E-03,1.087588E-01,-1.882869E-04,3.953228E-02,-4.773819E-06,1.457864E+06,-6.066927E-01,3.404218E+06,-4.137826E+00,-4.871319E+07,-7.898674E+00,0.000000E+00,0.000000E+00,1.398879E+08,6.240871E+01,1.276140E+07,0.000000E+00,-3.976666E+07,-1.459221E+04,-1.598752E+06,9.560884E+05,2.795925E+08,2.331415E+04,8.919649E+05,1.616676E+06,8.919721E+05,8.030431E+05,1.177337E+06,8.030431E+05
1.375000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.066849E+00,-4.836602E-06,1.029661E-03,7.968592E-06,1.924668E+00,-2.032574E-06,-2.299499E+02,-1.042452E-01,-1.746528E+03,6.231443E+01,-5.968823E+03,-1.936128E+03,-4.773631E+04,-2.301000E+02,1.245244E+04,6.339021E+01,4.835577E+01,5.660841E+01,1.607708E+03,1.923157E+01,-1.878347E+00,2.669504E+07,-4.564584E+04,4.604658E+07,2.048749E+06,-2.598376E+07,1.075179E+05,5.066849E+00,-4.836602E-06,1.029661E-03,1.390782E-07,3.359179E-02,-3.547510E-08,9.543976E-01,6.384352E-05,1.496683E-02,-3.263190E-06,6.024952E-03,-6.994067E-07,6.563594E+00,6.535031E-03,1.083678E-01,-2.569336E-04,3.880902E-02,-4.031775E-06,1.522601E+06,-6.086127E-01,3.397086E+06,-4.041851E+00,-4.994248E+07,-7.902576E+00,0.000000E+00,0.000000E+00,1.398872E+08,5.340320E+01,1.278891E+07,0.000000E+00,-3.946622E+07,-2.051382E+04,-1.593046E+06,1.296812E+06,2.797965E+08,1.972316E+04,8.817510E+05,1.639538E+06,8.818028E+05,8.029826E+05,1.177416E+06,8.029826E+05
1.500000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.079290E+00,-3.490707E-06,1.225196E-03,4.399900E-06,1.929156E+00,-2.671625E-06,-2.616591E+02,-1.228890E-01,-1.745121E+03,7.815631E+01,-5.974010E+03,-2.352974E+03,-5.022912E+04,-2.618330E+02,1.245349E+04,6.337942E+01,4.787508E+01,5.687126E+01,1.603815E+03,1.918716E+01,-1.872504E+00,2.651972E+07,-5.739189E+04,4.604898E+07,2.506872E+06,-2.299603E+07,1.161929E+05,5.079290E+00,-3.490707E-06,1.225196E-03,7.679275E-08,3.367012E-02,-4.662865E-08,1.036076E+00,1.525530E-04,1.631777E-02,-6.721177E-06,6.506009E-03,-7.527422E-07,6.505607E+00,8.099482E-03,1.078532E-01,-3.162398E-04,3.818400E-02,-3.770226E-06,1.587338E+06,-6.105328E-01,3.389955E+06,-3.945875E+00,-5.117178E+07,-7.906478E+00,0.000000E+00,0.000000E+00,1.398865E+08,2.983407E+01,1.281873E+07,0.000000E+00,-3.918187E+07,-2.561655E+04,-1.585529E+06,1.591365E+06,2.795874E+08,1.847368E+04,8.716896E+05,1.662228E+06,8.717992E+05,8.029078E+05,1.177535E+06,8.029078E+05
1.625000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.092748E+00,-9.244840E-07,1.437579E-03,-1.889297E-06,1.933985E+00,-3.440436E-06,-2.955260E+02,-1.428571E-01,-1.719081E+03,8.972222E+01,-5.981165E+03,-2.655142E+03,-5.224034E+04,-2.957059E+02,1.245472E+04,6.336760E+01,4.738557E+01,5.712633E+01,1.600612E+03,1.914401E+01,-1.866661E+00,2.632776E+07,-6.598678E+04,4.605402E+07,2.839619E+06,-2.059515E+07,1.310747E+05,5.092748E+00,-9.244840E-07,1.437579E-03,-3.297446E-08,3.375442E-02,-6.004694E-08,1.117044E+00,2.586042E-04,1.766219E-02,-1.083995E-05,6.979601E-03,-8.059289E-07,6.450442E+00,9.228963E-03,1.072249E-01,-3.592460E-04,3.764242E-02,-4.082561E-06,1.652075E+06,-6.124527E-01,3.382824E+06,-3.849899E+00,-5.240107E+07,-7.910379E+00,0.000000E+00,0.000000E+00,1.398856E+08,-1.178230E+01,1.285082E+07,0.000000E+00,-3.891211E+07,-2.928737E+04,-1.576342E+06,1.805377E+06,2.790363E+08,2.001996E+04,8.617828E+05,1.684761E+06,8.619609E+05,8.027925E+05,1.177749E+06,8.027924E+05
1.750000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.107214E+00,3.041951E-06,1.666716E-03,-1.129369E-05,1.939152E+00,-4.355352E-06,-3.302448E+02,-1.641134E-01,-1.675009E+03,9.567292E+01,-5.990286E+03,-2.808817E+03,-5.393707E+04,-3.304101E+02,1.245595E+04,6.335478E+01,4.688761E+01,5.737355E+01,1.598098E+03,1.910264E+01,-1.860818E+00,2.612398E+07,-7.043662E+04,4.606137E+07,3.009411E+06,-1.859517E+07,1.514062E+05,5.107214E+00,3.041951E-06,1.666716E-03,-1.971121E-07,3.384459E-02,-7.601523E-08,1.197332E+00,3.761275E-04,1.899838E-02,-1.540258E-05,7.446657E-03,-8.656463E-07,6.397407E+00,9.791826E-03,1.064804E-01,-3.810143E-04,3.715943E-02,-5.245619E-06,1.716812E+06,-6.143728E-01,3.375692E+06,-3.753924E+00,-5.363037E+07,-7.914281E+00,0.000000E+00,0.000000E+00,1.398848E+08,-7.406457E+01,1.288515E+07,0.000000E+00,-3.865452E+07,-3.109313E+04,-1.565453E+06,1.914440E+06,2.782633E+08,2.570975E+04,8.520312E+05,1.707148E+06,8.522848E+05,8.025901E+05,1.178157E+06,8.025899E+05
1.875000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.122679E+00,8.506653E-06,1.912493E-03,-2.403422E-05,1.944651E+00,-5.433703E-06,-3.648426E+02,-1.866239E-01,-1.621378E+03,9.543735E+01,-6.001208E+03,-2.799669E+03,-5.553601E+04,-3.649786E+02,1.245715E+04,6.334101E+01,4.638157E+01,5.761283E+01,1.596276E+03,1.906351E+01,-1.854975E+00,2.591464E+07,-7.034028E+04,4.607065E+07,2.999722E+06,-1.675691E+07,1.777428E+05,5.122679E+00,8.506653E-06,1.912493E-03,-4.194763E-07,3.394056E-02,-9.483602E-08,1.276963E+00,4.979215E-04,2.032487E-02,-2.014109E-05,7.907756E-03,-9.446186E-07,6.345670E+00,9.728615E-03,1.056577E-01,-3.796686E-04,3.670354E-02,-7.204592E-06,1.781549E+06,-6.162928E-01,3.368561E+06,-3.657948E+00,-5.485967E+07,-7.918183E+00,0.000000E+00,0.000000E+00,1.398838E+08,-1.584766E+02,1.292169E+07,0.000000E+00,-3.840632E+07,-3.080825E+04,-1.553418E+06,1.910082E+06,2.774245E+08,3.527623E+04,8.424386E+05,1.729397E+06,8.427702E+05,8.022258E+05,1.178920E+06,8.022256E+05
2.000000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.139135E+00,1.547479E-05,2.174787E-03,-4.013625E-05,1.950478E+00,-6.693645E-06,-3.986913E+02,-2.103556E-01,-1.567721E+03,8.931113E+01,-6.013499E+03,-2.635316E+03,-5.728159E+04,-3.987893E+02,1.245827E+04,6.332625E+01,4.586779E+01,5.784407E+01,1.595156E+03,1.902708E+01,-1.849132E+00,2.570666E+07,-6.585172E+04,4.608127E+07,2.820538E+06,-1.480800E+07,2.097474E+05,5.139135E+00,1.547479E-05,2.174787E-03,-7.005098E-07,3.404226E-02,-1.168262E-07,1.355949E+00,6.163655E-04,2.164113E-02,-2.477923E-05,8.363073E-03,-1.050436E-06,6.294251E+00,9.084182E-03,1.047826E-01,-3.560377E-04,3.623969E-02,-9.787811E-06,1.846286E+06,-6.182129E-01,3.361430E+06,-3.561972E+00,-5.608896E+07,-7.922085E+00,0.000000E+00,0.000000E+00,1.398828E+08,-2.651823E+02,1.296041E+07,0.000000E+00,-3.816408E+07,-2.865347E+04,-1.540618E+06,1.794462E+06,2.766889E+08,4.788400E+04,8.330101E+05,1.751513E+06,8.334179E+05,8.015925E+05,1.180271E+06,8.015920E+05
2.125000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.156575E+00,2.386288E-05,2.453466E-03,-5.943280E-05,1.956629E+00,-8.151929E-06,-4.318810E+02,-2.352749E-01,-1.523747E+03,7.842303E+01,-6.026510E+03,-2.344378E+03,-5.942293E+04,-4.319414E+02,1.245928E+04,6.331057E+01,4.534652E+01,5.806718E+01,1.594747E+03,1.899373E+01,-1.843289E+00,2.550726E+07,-5.785550E+04,4.609230E+07,2.502494E+06,-1.247491E+07,2.455538E+05,5.156575E+00,2.386288E-05,2.453466E-03,-1.037298E-06,3.414962E-02,-1.422780E-07,1.434289E+00,7.249597E-04,2.294651E-02,-2.905519E-05,8.812346E-03,-1.189287E-06,6.242194E+00,7.959717E-03,1.039028E-01,-3.144261E-04,3.573161E-02,-1.304457E-05,1.911022E+06,-6.201329E-01,3.354298E+06,-3.465996E+00,-5.731826E+07,-7.925987E+00,0.000000E+00,0.000000E+00,1.398818E+08,-3.930678E+02,1.300128E+07,0.000000E+00,-3.792464E+07,-2.491889E+04,-1.527752E+06,1.590011E+06,2.762367E+08,6.377389E+04,8.237531E+05,1.773495E+06,8.242311E+05,8.005500E+05,1.182515E+06,8.005490E+05
2.250000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.174990E+00,3.351337E-05,2.748395E-03,-8.159402E-05,1.963099E+00,-9.825320E-06,-4.649765E+02,-2.613458E-01,-1.498365E+03,6.456850E+01,-6.039384E+03,-1.972319E+03,-6.218816E+04,-4.650037E+02,1.246015E+04,6.329395E+01,4.481860E+01,5.828204E+01,1.595054E+03,1.896386E+01,-1.837446E+00,2.532292E+07,-4.769252E+04,4.610280E+07,2.095830E+06,-9.504576E+06,2.850902E+05,5.174990E+00,3.351337E-05,2.748395E-03,-1.424084E-06,3.426255E-02,-1.714842E-07,1.511971E+00,8.183246E-04,2.424131E-02,-3.277627E-05,9.254862E-03,-1.371472E-06,6.188605E+00,6.531731E-03,1.030707E-01,-2.615095E-04,3.514614E-02,-1.649114E-05,1.975759E+06,-6.220529E-01,3.347167E+06,-3.370021E+00,-5.854755E+07,-7.929889E+00,0.000000E+00,0.000000E+00,1.398806E+08,-5.399371E+02,1.304428E+07,0.000000E+00,-3.768496E+07,-2.018120E+04,-1.515592E+06,1.329851E+06,2.762306E+08,8.059180E+04,8.146764E+05,1.795338E+06,8.152152E+05,7.989307E+05,1.186019E+06,7.989289E+05
2.375000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.194372E+00,4.421773E-05,3.059446E-03,-1.061823E-04,1.969884E+00,-1.172978E-05,-4.990800E+02,-2.885285E-01,-1.498910E+03,4.994129E+01,-6.051221E+03,-1.574655E+03,-6.576367E+04,-4.990814E+02,1.246083E+04,6.327639E+01,4.428455E+01,5.848864E+01,1.596072E+03,1.893779E+01,-1.831603E+00,2.515912E+07,-3.693272E+04,4.611186E+07,1.663420E+06,-5.692576E+06,3.259261E+05,5.194372E+00,4.421773E-05,3.059446E-03,-1.853231E-06,3.438096E-02,-2.047232E-07,1.588972E+00,8.936542E-04,2.552622E-02,-3.583364E-05,9.689535E-03,-1.594269E-06,6.132764E+00,5.030899E-03,1.023512E-01,-2.052225E-04,3.445556E-02,-2.026428E-05,2.040496E+06,-6.239730E-01,3.340036E+06,-3.274045E+00,-5.977685E+07,-7.933791E+00,0.000000E+00,0.000000E+00,1.398795E+08,-7.028781E+02,1.308936E+07,0.000000E+00,-3.744266E+07,-1.526116E+04,-1.505090E+06,1.051573E+06,2.768089E+08,9.900502E+04,8.057904E+05,1.817034E+06,8.063791E+05,7.965505E+05,1.191188E+06,7.965476E+05
2.500000E-01,8.000000E+00,0.000000E+00,0.000000E+00,5.214711E+00,5.575082E-05,3.386506E-03,-1.327173E-04,1.976976E+00,-1.388156E-05,-5.354332E+02,-3.167779E-01,-1.530391E+03,3.681016E+01,-6.061194E+03,-1.208757E+03,-7.027484E+04,-5.354144E+02,1.246127E+04,6.325786E+01,4.374486E+01,5.868700E+01,1.597783E+03,1.891580E+01,-1.825760E+00,2.501949E+07,-2.728768E+04,4.611852E+07,1.267812E+06,-8.981920E+05,3.672767E+05,5.214711E+00,5.575082E-05,3.386506E-03,-2.316353E-06,3.450475E-02,-2.422789E-07,1.665261E+00,9.511397E-04,2.680296E-02,-3.821490E-05,1.011496E-02,-1.866714E-06,6.074191E+00,3.674939E-03,1.017929E-01,-1.540337E-04,3.364227E-02,-2.396532E-05,2.105233E+06,-6.258930E-01,3.332904E+06,-3.178069E+00,-6.100614E+07,-7.937693E+00,0.000000E+00,0.000000E+00,1.398782E+08,-8.786937E+02,1.313649E+07,0.000000E+00,-3.719607E+07,-1.084987E+04,-1.496963E+06,7.977234E+05,2.780577E+08,1.170741E+05,7.971059E+05,1.838571E+06,7.977337E+05,7.932239E+05,1.198432E+06,7.932194E+05
