
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 03-Jul-2025 at 09:04:37.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ            P3FX            P3FY            P3FZ            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ            P7FX            P7FY            P7FZ            P7PX            P7PY            P7PZ            P8FX            P8FY            P8FZ            P8PX            P8PY            P8PZ            P9FX            P9FY            P9FZ            P9PX            P9PY            P9PZ           P10FX           P10FY           P10FZ           P10PX           P10PY           P10PZ           P11FX           P11FY           P11FZ           P11PX           P11PY           P11PZ           P12FX           P12FY           P12FZ           P12PX           P12PY           P12PZ          L1N1PZ          L1N2PZ          L1N3PZ          L1N4PZ          L1N5PZ          L1N6PZ          L1N7PZ          L1N8PZ          L1N9PZ         L1N10PZ         L1N11PZ         L1N12PZ         L1N13PZ         L1N14PZ         L1N15PZ         L1N16PZ         L1N17PZ         L1N18PZ         L1N19PZ         L1N20PZ         L1N21PZ         L1N22PZ         L1N23PZ         L1N24PZ         L1N25PZ         L1N26PZ         L1N27PZ         L1N28PZ         L1N29PZ         L1N30PZ          L2N1PZ          L2N2PZ          L2N3PZ          L2N4PZ          L2N5PZ          L2N6PZ          L2N7PZ          L2N8PZ          L2N9PZ         L2N10PZ         L2N11PZ         L2N12PZ         L2N13PZ         L2N14PZ         L2N15PZ         L2N16PZ         L2N17PZ         L2N18PZ         L2N19PZ         L2N20PZ         L2N21PZ         L2N22PZ         L2N23PZ         L2N24PZ         L2N25PZ         L2N26PZ         L2N27PZ         L2N28PZ         L2N29PZ         L2N30PZ
    0.5670   5.6919619E+05   5.3289250E+05   5.6974169E+05   2.3155242E+05   2.4476616E+05   2.3155448E+05   3.5996306E+05   3.2315156E+05   3.6034700E+05   1.4656435E+04   1.9419768E+04   1.4656433E+04   3.3488341E+05   1.3115131E+05  -1.5028422E+04   3.2283609E+05   0.0000000E+00  -1.4275386E+04   3.3524116E+05  -1.3129150E+05  -1.5028819E+04  -3.1008463E+02   1.3139178E+02  -1.4652564E+04   1.3557281E+04   0.0000000E+00  -1.3904225E+04  -3.1001233E+02  -1.3136115E+02  -1.4652564E+04  -3.4445312E+05  -1.1353160E+05  -4.3868772E+05  -1.3987093E+01  -7.5052114E-04  -1.0064499E+01  -3.2238859E+05   5.3555687E+01  -4.2431119E+05  -1.3987093E+01  -7.5052114E-04  -1.0064499E+01  -3.4479078E+05   1.1375242E+05  -4.3907319E+05  -1.3987093E+01  -7.5052114E-04  -1.0064499E+01  -3.4894062E+04  -6.2375859E+03  -2.2882312E+05   5.4012794E+01   4.1221065E-04  -9.9404535E+00  -3.9344766E+04  -1.4642178E+01  -2.4158323E+05   5.4012794E+01   4.1221065E-04  -9.9404535E+00  -3.4894387E+04   6.2104883E+03  -2.2882589E+05   5.4012794E+01   4.1221065E-04  -9.9404535E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003654E+01  -4.9857594E+01  -4.9304482E+01  -4.8354595E+01  -4.7021145E+01  -4.5333530E+01  -4.3317951E+01  -4.0993690E+01  -3.8381474E+01  -3.5505653E+01  -3.2387253E+01  -2.9059105E+01  -2.5545206E+01  -2.1873850E+01  -1.8057863E+01  -1.4118045E+01  -1.0064499E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003525E+01  -4.9825886E+01  -4.9273254E+01  -4.8318569E+01  -4.6964287E+01  -4.5256298E+01  -4.3215279E+01  -4.0879974E+01  -3.8244476E+01  -3.5337231E+01  -3.2188526E+01  -2.8844172E+01  -2.5329119E+01  -2.1689743E+01  -1.7926556E+01  -1.4049257E+01  -1.0064499E+01
    0.5700   5.6813444E+05   5.3430281E+05   5.6868194E+05   2.3157652E+05   2.4475886E+05   2.3157864E+05   3.5831769E+05   3.2489709E+05   3.5870259E+05   1.4656483E+04   1.9429279E+04   1.4656481E+04   3.3335344E+05   1.3054220E+05  -1.5026702E+04   3.2458325E+05   0.0000000E+00  -1.4277307E+04   3.3371209E+05  -1.3068272E+05  -1.5027101E+04  -3.1195737E+02   1.3218532E+02  -1.4652566E+04   1.3570920E+04   0.0000000E+00  -1.3904210E+04  -3.1188535E+02  -1.3215482E+02  -1.4652566E+04  -3.4379662E+05  -1.1332450E+05  -4.3787916E+05  -1.3986941E+01  -7.6137669E-04  -1.0065213E+01  -3.2325847E+05   5.4274830E+01  -4.2542150E+05  -1.3986941E+01  -7.6137669E-04  -1.0065213E+01  -3.4413556E+05   1.1354672E+05  -4.3826588E+05  -1.3986941E+01  -7.6137669E-04  -1.0065213E+01  -3.4876402E+04  -6.2333589E+03  -2.2885030E+05   5.4012943E+01   4.1586778E-04  -9.9397936E+00  -3.9318809E+04  -1.4716440E+01  -2.4158008E+05   5.4012943E+01   4.1586778E-04  -9.9397936E+00  -3.4876738E+04   6.2061074E+03  -2.2885316E+05   5.4012943E+01   4.1586778E-04  -9.9397936E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003654E+01  -4.9857841E+01  -4.9305008E+01  -4.8355259E+01  -4.7021957E+01  -4.5334469E+01  -4.3318874E+01  -4.0994534E+01  -3.8382236E+01  -3.5506298E+01  -3.2387806E+01  -2.9059645E+01  -2.5545721E+01  -2.1874439E+01  -1.8058495E+01  -1.4118746E+01  -1.0065213E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003521E+01  -4.9825993E+01  -4.9273502E+01  -4.8319084E+01  -4.6965141E+01  -4.5257328E+01  -4.3216114E+01  -4.0880657E+01  -3.8245201E+01  -3.5337776E+01  -3.2188980E+01  -2.8844812E+01  -2.5329819E+01  -2.1690483E+01  -1.7927290E+01  -1.4049985E+01  -1.0065213E+01
    0.5730   5.6710969E+05   5.3561069E+05   5.6765912E+05   2.3159988E+05   2.4475383E+05   2.3160206E+05   3.5668147E+05   3.2664722E+05   3.5706744E+05   1.4656532E+04   1.9438781E+04   1.4656530E+04   3.3183191E+05   1.2993649E+05  -1.5024992E+04   3.2633497E+05   0.0000000E+00  -1.4279233E+04   3.3219162E+05  -1.3007741E+05  -1.5025392E+04  -3.1380817E+02   1.3296956E+02  -1.4652568E+04   1.3584535E+04   0.0000000E+00  -1.3904194E+04  -3.1373645E+02  -1.3293918E+02  -1.4652568E+04  -3.4316291E+05  -1.1312489E+05  -4.3709878E+05  -1.3986789E+01  -7.7232259E-04  -1.0065930E+01  -3.2406522E+05   5.4987484E+01  -4.2645106E+05  -1.3986789E+01  -7.7232259E-04  -1.0065930E+01  -3.4350309E+05   1.1334850E+05  -4.3748672E+05  -1.3986789E+01  -7.7232259E-04  -1.0065930E+01  -3.4858590E+04  -6.2291094E+03  -2.2887677E+05   5.4013092E+01   4.1950957E-04  -9.9391317E+00  -3.9293168E+04  -1.4788915E+01  -2.4157914E+05   5.4013092E+01   4.1950957E-04  -9.9391317E+00  -3.4858934E+04   6.2017075E+03  -2.2887969E+05   5.4013092E+01   4.1950957E-04  -9.9391317E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003658E+01  -4.9858093E+01  -4.9305534E+01  -4.8355927E+01  -4.7022774E+01  -4.5335411E+01  -4.3319798E+01  -4.0995384E+01  -3.8383007E+01  -3.5506947E+01  -3.2388363E+01  -2.9060190E+01  -2.5546240E+01  -2.1875031E+01  -1.8059130E+01  -1.4119452E+01  -1.0065930E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003517E+01  -4.9826111E+01  -4.9273754E+01  -4.8319599E+01  -4.6966000E+01  -4.5258358E+01  -4.3216949E+01  -4.0881340E+01  -3.8245926E+01  -3.5338318E+01  -3.2189438E+01  -2.8845455E+01  -2.5330526E+01  -2.1691229E+01  -1.7928026E+01  -1.4050714E+01  -1.0065930E+01
    0.5760   5.6612138E+05   5.3681062E+05   5.6667275E+05   2.3162180E+05   2.4475097E+05   2.3162403E+05   3.5506909E+05   3.2838791E+05   3.5545634E+05   1.4656580E+04   1.9448270E+04   1.4656578E+04   3.3033262E+05   1.2933957E+05  -1.5023308E+04   3.2807722E+05   0.0000000E+00  -1.4281148E+04   3.3069350E+05  -1.2948095E+05  -1.5023709E+04  -3.1563693E+02   1.3374446E+02  -1.4652571E+04   1.3598126E+04   0.0000000E+00  -1.3904179E+04  -3.1556552E+02  -1.3371420E+02  -1.4652571E+04  -3.4255162E+05  -1.1293268E+05  -4.3634619E+05  -1.3986636E+01  -7.8335922E-04  -1.0066652E+01  -3.2480550E+05   5.5692726E+01  -4.2739562E+05  -1.3986636E+01  -7.8335922E-04  -1.0066652E+01  -3.4289300E+05   1.1315766E+05  -4.3673531E+05  -1.3986636E+01  -7.8335922E-04  -1.0066652E+01  -3.4840500E+04  -6.2248169E+03  -2.2890183E+05   5.4013245E+01   4.2313567E-04  -9.9384651E+00  -3.9267836E+04  -1.4859584E+01  -2.4158038E+05   5.4013245E+01   4.2313567E-04  -9.9384651E+00  -3.4840855E+04   6.1972676E+03  -2.2890480E+05   5.4013245E+01   4.2313567E-04  -9.9384651E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003662E+01  -4.9858349E+01  -4.9306065E+01  -4.8356594E+01  -4.7023594E+01  -4.5336353E+01  -4.3320724E+01  -4.0996235E+01  -3.8383778E+01  -3.5507595E+01  -3.2388924E+01  -2.9060738E+01  -2.5546764E+01  -2.1875628E+01  -1.8059771E+01  -1.4120161E+01  -1.0066652E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003513E+01  -4.9826233E+01  -4.9274006E+01  -4.8320114E+01  -4.6966862E+01  -4.5259392E+01  -4.3217793E+01  -4.0882019E+01  -3.8246651E+01  -3.5338860E+01  -3.2189896E+01  -2.8846098E+01  -2.5331244E+01  -2.1691977E+01  -1.7928766E+01  -1.4051447E+01  -1.0066652E+01
    0.5790   5.6516831E+05   5.3790038E+05   5.6572150E+05   2.3164200E+05   2.4475009E+05   2.3164428E+05   3.5349547E+05   3.3010281E+05   3.5388416E+05   1.4656629E+04   1.9457748E+04   1.4656627E+04   3.2886938E+05   1.2875688E+05  -1.5021665E+04   3.2979366E+05   0.0000000E+00  -1.4283034E+04   3.2923159E+05  -1.2889877E+05  -1.5022067E+04  -3.1744354E+02   1.3450998E+02  -1.4652573E+04   1.3611693E+04   0.0000000E+00  -1.3904163E+04  -3.1737244E+02  -1.3447984E+02  -1.4652573E+04  -3.4196200E+05  -1.1274759E+05  -4.3562044E+05  -1.3986482E+01  -7.9448696E-04  -1.0067378E+01  -3.2547788E+05   5.6389946E+01  -4.2825334E+05  -1.3986482E+01  -7.9448696E-04  -1.0067378E+01  -3.4230450E+05   1.1297395E+05  -4.3601066E+05  -1.3986482E+01  -7.9448696E-04  -1.0067378E+01  -3.4822098E+04  -6.2204741E+03  -2.2892520E+05   5.4013393E+01   4.2674583E-04  -9.9377956E+00  -3.9242766E+04  -1.4928426E+01  -2.4158355E+05   5.4013393E+01   4.2674583E-04  -9.9377956E+00  -3.4822453E+04   6.1927798E+03  -2.2892819E+05   5.4013393E+01   4.2674583E-04  -9.9377956E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003666E+01  -4.9858608E+01  -4.9306599E+01  -4.8357269E+01  -4.7024418E+01  -4.5337307E+01  -4.3321655E+01  -4.0997089E+01  -3.8384552E+01  -3.5508247E+01  -3.2389484E+01  -2.9061287E+01  -2.5547295E+01  -2.1876228E+01  -1.8060417E+01  -1.4120876E+01  -1.0067378E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003506E+01  -4.9826366E+01  -4.9274261E+01  -4.8320629E+01  -4.6967728E+01  -4.5260429E+01  -4.3218639E+01  -4.0882698E+01  -3.8247368E+01  -3.5339397E+01  -3.2190357E+01  -2.8846745E+01  -2.5331968E+01  -2.1692732E+01  -1.7929512E+01  -1.4052180E+01  -1.0067378E+01
    0.5820   5.6424912E+05   5.3888075E+05   5.6480406E+05   2.3166025E+05   2.4475044E+05   2.3166253E+05   3.5197531E+05   3.3177384E+05   3.5236553E+05   1.4656677E+04   1.9467213E+04   1.4656675E+04   3.2745591E+05   1.2819374E+05  -1.5020078E+04   3.3146619E+05   0.0000000E+00  -1.4284871E+04   3.2781959E+05  -1.2833620E+05  -1.5020482E+04  -3.1922791E+02   1.3526607E+02  -1.4652575E+04   1.3625236E+04   0.0000000E+00  -1.3904147E+04  -3.1915714E+02  -1.3523608E+02  -1.4652575E+04  -3.4139319E+05  -1.1256938E+05  -4.3492056E+05  -1.3986327E+01  -8.0570613E-04  -1.0068107E+01  -3.2608297E+05   5.7078876E+01  -4.2902491E+05  -1.3986327E+01  -8.0570613E-04  -1.0068107E+01  -3.4173684E+05   1.1279710E+05  -4.3531184E+05  -1.3986327E+01  -8.0570613E-04  -1.0068107E+01  -3.4803336E+04  -6.2160728E+03  -2.2894662E+05   5.4013546E+01   4.3033983E-04  -9.9371223E+00  -3.9217840E+04  -1.4995382E+01  -2.4158795E+05   5.4013546E+01   4.3033983E-04  -9.9371223E+00  -3.4803695E+04   6.1882368E+03  -2.2894964E+05   5.4013546E+01   4.3033983E-04  -9.9371223E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003670E+01  -4.9858871E+01  -4.9307137E+01  -4.8357944E+01  -4.7025249E+01  -4.5338261E+01  -4.3322594E+01  -4.0997944E+01  -3.8385326E+01  -3.5508900E+01  -3.2390053E+01  -2.9061842E+01  -2.5547829E+01  -2.1876833E+01  -1.8061069E+01  -1.4121595E+01  -1.0068107E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003502E+01  -4.9826508E+01  -4.9274517E+01  -4.8321140E+01  -4.6968594E+01  -4.5261467E+01  -4.3219494E+01  -4.0883377E+01  -3.8248085E+01  -3.5339935E+01  -3.2190819E+01  -2.8847391E+01  -2.5332699E+01  -2.1693491E+01  -1.7930260E+01  -1.4052917E+01  -1.0068107E+01
    0.5850   5.6336281E+05   5.3975544E+05   5.6391950E+05   2.3167623E+05   2.4475077E+05   2.3167852E+05   3.5052262E+05   3.3338156E+05   3.5091450E+05   1.4656724E+04   1.9476666E+04   1.4656722E+04   3.2610531E+05   1.2765532E+05  -1.5018562E+04   3.3307531E+05   0.0000000E+00  -1.4286637E+04   3.2647053E+05  -1.2779836E+05  -1.5018969E+04  -3.2098996E+02   1.3601270E+02  -1.4652577E+04   1.3638755E+04   0.0000000E+00  -1.3904132E+04  -3.2091953E+02  -1.3598285E+02  -1.4652577E+04  -3.4084456E+05  -1.1239783E+05  -4.3424569E+05  -1.3986172E+01  -8.1701716E-04  -1.0068840E+01  -3.2662297E+05   5.7759537E+01  -4.2971316E+05  -1.3986172E+01  -8.1701716E-04  -1.0068840E+01  -3.4118931E+05   1.1262691E+05  -4.3463806E+05  -1.3986172E+01  -8.1701716E-04  -1.0068840E+01  -3.4784172E+04  -6.2116060E+03  -2.2896583E+05   5.4013699E+01   4.3391742E-04  -9.9364462E+00  -3.9192840E+04  -1.5060367E+01  -2.4159234E+05   5.4013699E+01   4.3391742E-04  -9.9364462E+00  -3.4784531E+04   6.1836318E+03  -2.2896886E+05   5.4013699E+01   4.3391742E-04  -9.9364462E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003677E+01  -4.9859142E+01  -4.9307682E+01  -4.8358627E+01  -4.7026085E+01  -4.5339222E+01  -4.3323532E+01  -4.0998806E+01  -3.8386105E+01  -3.5509556E+01  -3.2390621E+01  -2.9062399E+01  -2.5548368E+01  -2.1877443E+01  -1.8061728E+01  -1.4122318E+01  -1.0068840E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003498E+01  -4.9826656E+01  -4.9274776E+01  -4.8321655E+01  -4.6969463E+01  -4.5262508E+01  -4.3220348E+01  -4.0884052E+01  -3.8248802E+01  -3.5340469E+01  -3.2191280E+01  -2.8848042E+01  -2.5333439E+01  -2.1694254E+01  -1.7931011E+01  -1.4053655E+01  -1.0068840E+01
    0.5880   5.6250856E+05   5.4053000E+05   5.6306700E+05   2.3169073E+05   2.4475064E+05   2.3169302E+05   3.4915059E+05   3.3490591E+05   3.4954425E+05   1.4656771E+04   1.9486107E+04   1.4656769E+04   3.2482984E+05   1.2714638E+05  -1.5017132E+04   3.3460097E+05   0.0000000E+00  -1.4288311E+04   3.2519669E+05  -1.2729005E+05  -1.5017540E+04  -3.2272958E+02   1.3674983E+02  -1.4652579E+04   1.3652249E+04   0.0000000E+00  -1.3904117E+04  -3.2265948E+02  -1.3672012E+02  -1.4652579E+04  -3.4031566E+05  -1.1223277E+05  -4.3359534E+05  -1.3986016E+01  -8.2842057E-04  -1.0069576E+01  -3.2710131E+05   5.8432190E+01  -4.3032247E+05  -1.3986016E+01  -8.2842057E-04  -1.0069576E+01  -3.4066153E+05   1.1246323E+05  -4.3398872E+05  -1.3986016E+01  -8.2842057E-04  -1.0069576E+01  -3.4764727E+04  -6.2070947E+03  -2.2898358E+05   5.4013851E+01   4.3747842E-04  -9.9357662E+00  -3.9167691E+04  -1.5123343E+01  -2.4159630E+05   5.4013851E+01   4.3747842E-04  -9.9357662E+00  -3.4765086E+04   6.1789858E+03  -2.2898661E+05   5.4013851E+01   4.3747842E-04  -9.9357662E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003681E+01  -4.9859413E+01  -4.9308228E+01  -4.8359310E+01  -4.7026924E+01  -4.5340187E+01  -4.3324474E+01  -4.0999668E+01  -3.8386887E+01  -3.5510212E+01  -3.2391193E+01  -2.9062960E+01  -2.5548914E+01  -2.1878056E+01  -1.8062389E+01  -1.4123047E+01  -1.0069576E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003494E+01  -4.9826813E+01  -4.9275040E+01  -4.8322170E+01  -4.6970337E+01  -4.5263550E+01  -4.3221207E+01  -4.0884727E+01  -3.8249512E+01  -3.5341000E+01  -3.2191746E+01  -2.8848692E+01  -2.5334187E+01  -2.1695021E+01  -1.7931767E+01  -1.4054395E+01  -1.0069576E+01
    0.5910   5.6168650E+05   5.4121169E+05   5.6224675E+05   2.3170355E+05   2.4474855E+05   2.3170584E+05   3.4787119E+05   3.3632678E+05   3.4826662E+05   1.4656817E+04   1.9495537E+04   1.4656815E+04   3.2364062E+05   1.2667130E+05  -1.5015799E+04   3.3602306E+05   0.0000000E+00  -1.4289870E+04   3.2400919E+05  -1.2681562E+05  -1.5016208E+04  -3.2444672E+02   1.3747743E+02  -1.4652581E+04   1.3665720E+04   0.0000000E+00  -1.3904102E+04  -3.2437695E+02  -1.3744786E+02  -1.4652581E+04  -3.3980656E+05  -1.1207424E+05  -4.3296953E+05  -1.3985859E+01  -8.3991676E-04  -1.0070316E+01  -3.2752253E+05   5.9097305E+01  -4.3085853E+05  -1.3985859E+01  -8.3991676E-04  -1.0070316E+01  -3.4015350E+05   1.1230608E+05  -4.3336400E+05  -1.3985859E+01  -8.3991676E-04  -1.0070316E+01  -3.4744973E+04  -6.2025342E+03  -2.2899967E+05   5.4014008E+01   4.4102262E-04  -9.9350824E+00  -3.9142141E+04  -1.5184203E+01  -2.4159831E+05   5.4014008E+01   4.4102262E-04  -9.9350824E+00  -3.4745328E+04   6.1742944E+03  -2.2900270E+05   5.4014008E+01   4.4102262E-04  -9.9350824E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003685E+01  -4.9859692E+01  -4.9308781E+01  -4.8360001E+01  -4.7027767E+01  -4.5341160E+01  -4.3325424E+01  -4.1000534E+01  -3.8387669E+01  -3.5510868E+01  -3.2391769E+01  -2.9063524E+01  -2.5549465E+01  -2.1878674E+01  -1.8063059E+01  -1.4123779E+01  -1.0070316E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003487E+01  -4.9826977E+01  -4.9275299E+01  -4.8322681E+01  -4.6971214E+01  -4.5264591E+01  -4.3222069E+01  -4.0885399E+01  -3.8250217E+01  -3.5341530E+01  -3.2192211E+01  -2.8849342E+01  -2.5334940E+01  -2.1695793E+01  -1.7932526E+01  -1.4055137E+01  -1.0070316E+01
    0.5940   5.6089750E+05   5.4180825E+05   5.6145950E+05   2.3171559E+05   2.4474420E+05   2.3171789E+05   3.4669478E+05   3.3762475E+05   3.4709206E+05   1.4656864E+04   1.9504953E+04   1.4656862E+04   3.2254744E+05   1.2623386E+05  -1.5014573E+04   3.3732216E+05   0.0000000E+00  -1.4291293E+04   3.2291769E+05  -1.2637884E+05  -1.5014985E+04  -3.2614133E+02   1.3819547E+02  -1.4652583E+04   1.3679167E+04   0.0000000E+00  -1.3904086E+04  -3.2607190E+02  -1.3816606E+02  -1.4652583E+04  -3.3931769E+05  -1.1192241E+05  -4.3236894E+05  -1.3985702E+01  -8.5150613E-04  -1.0071061E+01  -3.2789141E+05   5.9755440E+01  -4.3132747E+05  -1.3985702E+01  -8.5150613E-04  -1.0071061E+01  -3.3966578E+05   1.1215563E+05  -4.3276447E+05  -1.3985702E+01  -8.5150613E-04  -1.0071061E+01  -3.4725047E+04  -6.1979497E+03  -2.2901500E+05   5.4014160E+01   4.4454989E-04  -9.9343958E+00  -3.9116141E+04  -1.5242922E+01  -2.4159812E+05   5.4014160E+01   4.4454989E-04  -9.9343958E+00  -3.4725406E+04   6.1695825E+03  -2.2901805E+05   5.4014160E+01   4.4454989E-04  -9.9343958E+00  -5.0005581E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003689E+01  -4.9859978E+01  -4.9309338E+01  -4.8360691E+01  -4.7028618E+01  -4.5342133E+01  -4.3326374E+01  -4.1001404E+01  -3.8388454E+01  -3.5511528E+01  -3.2392349E+01  -2.9064093E+01  -2.5550022E+01  -2.1879295E+01  -1.8063732E+01  -1.4124516E+01  -1.0071061E+01  -5.0005585E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005627E+01  -5.0003483E+01  -4.9827145E+01  -4.9275566E+01  -4.8323193E+01  -4.6972092E+01  -4.5265636E+01  -4.3222939E+01  -4.0886066E+01  -3.8250923E+01  -3.5342056E+01  -3.2192680E+01  -2.8849997E+01  -2.5335703E+01  -2.1696569E+01  -1.7933287E+01  -1.4055881E+01  -1.0071061E+01
