
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 26-Jun-2025 at 17:39:04.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ            P3FX            P3FY            P3FZ            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ            P7FX            P7FY            P7FZ            P7PX            P7PY            P7PZ            P8FX            P8FY            P8FZ            P8PX            P8PY            P8PZ            P9FX            P9FY            P9FZ            P9PX            P9PY            P9PZ           P10FX           P10FY           P10FZ           P10PX           P10PY           P10PZ           P11FX           P11FY           P11FZ           P11PX           P11PY           P11PZ           P12FX           P12FY           P12FZ           P12PX           P12PY           P12PZ          L1N1PZ          L1N2PZ          L1N3PZ          L1N4PZ          L1N5PZ          L1N6PZ          L1N7PZ          L1N8PZ          L1N9PZ         L1N10PZ         L1N11PZ         L1N12PZ         L1N13PZ         L1N14PZ         L1N15PZ         L1N16PZ         L1N17PZ         L1N18PZ         L1N19PZ         L1N20PZ         L1N21PZ         L1N22PZ         L1N23PZ         L1N24PZ         L1N25PZ         L1N26PZ         L1N27PZ         L1N28PZ         L1N29PZ         L1N30PZ          L2N1PZ          L2N2PZ          L2N3PZ          L2N4PZ          L2N5PZ          L2N6PZ          L2N7PZ          L2N8PZ          L2N9PZ         L2N10PZ         L2N11PZ         L2N12PZ         L2N13PZ         L2N14PZ         L2N15PZ         L2N16PZ         L2N17PZ         L2N18PZ         L2N19PZ         L2N20PZ         L2N21PZ         L2N22PZ         L2N23PZ         L2N24PZ         L2N25PZ         L2N26PZ         L2N27PZ         L2N28PZ         L2N29PZ         L2N30PZ
    1.1580   5.1001109E+05   4.3545166E+05   5.0719562E+05   2.2436516E+05   2.3292895E+05   2.2437262E+05   3.1389997E+05   2.2218645E+05   3.1090716E+05   1.4655133E+04   2.0965352E+04   1.4655132E+04   2.9253034E+05   1.1284841E+05  -1.4981082E+04   2.2173450E+05   0.0000000E+00  -1.4164382E+04   2.8973506E+05  -1.1176988E+05  -1.4977938E+04  -2.5569138E+02   1.0834380E+02  -1.4652501E+04   1.5693512E+04   0.0000000E+00  -1.3901785E+04  -2.5568402E+02  -1.0834068E+02  -1.4652501E+04  -3.0973362E+05  -1.0320891E+05  -3.9182178E+05  -1.3837948E+01  -3.7406827E-03  -1.0534510E+01  -2.6460728E+05   1.1032492E+02  -3.4583397E+05  -1.3837948E+01  -3.7406827E-03  -1.0534510E+01  -3.0800378E+05   1.0288229E+05  -3.8961044E+05  -1.3837948E+01  -3.7406827E-03  -1.0534510E+01  -3.0024521E+04  -4.9254082E+03  -2.2229259E+05   5.4158009E+01   1.5913263E-04  -9.7928572E+00  -3.3036457E+04   1.4657520E+01  -2.3057427E+05   5.4158009E+01   1.5913263E-04  -9.7928572E+00  -3.0025395E+04   4.9517383E+03  -2.2229942E+05   5.4158009E+01   1.5913263E-04  -9.7928572E+00  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005524E+01  -5.0001534E+01  -4.9595577E+01  -4.8714882E+01  -4.7424118E+01  -4.5751820E+01  -4.3728512E+01  -4.1383442E+01  -3.8746979E+01  -3.5854492E+01  -3.2734818E+01  -2.9415491E+01  -2.5921736E+01  -2.2274424E+01  -1.8487261E+01  -1.4570810E+01  -1.0534510E+01  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005646E+01  -5.0005451E+01  -5.0001743E+01  -4.9557869E+01  -4.8653412E+01  -4.7351646E+01  -4.5661636E+01  -4.3609028E+01  -4.1221169E+01  -3.8543846E+01  -3.5638065E+01  -3.2520000E+01  -2.9212854E+01  -2.5740099E+01  -2.2119650E+01  -1.8364588E+01  -1.4499960E+01  -1.0534510E+01
    1.1610   5.1414403E+05   4.3866006E+05   5.1053003E+05   2.2431170E+05   2.3281353E+05   2.2431941E+05   3.1860516E+05   2.2822348E+05   3.1503978E+05   1.4655096E+04   2.0971842E+04   1.4655095E+04   2.9692812E+05   1.1453538E+05  -1.4986018E+04   2.2778309E+05   0.0000000E+00  -1.4171075E+04   2.9359816E+05  -1.1325067E+05  -1.4982273E+04  -2.5397523E+02   1.0761662E+02  -1.4652499E+04   1.5702190E+04   0.0000000E+00  -1.3901775E+04  -2.5396782E+02  -1.0761349E+02  -1.4652499E+04  -3.1227959E+05  -1.0406934E+05  -3.9496219E+05  -1.3837376E+01  -3.7587907E-03  -1.0537071E+01  -2.6658594E+05   1.1121643E+02  -3.4835981E+05  -1.3837376E+01  -3.7587907E-03  -1.0537071E+01  -3.1005488E+05   1.0357951E+05  -3.9214559E+05  -1.3837376E+01  -3.7587907E-03  -1.0537071E+01  -2.9980668E+04  -4.9169189E+03  -2.2224475E+05   5.4158543E+01   1.5289374E-04  -9.7920303E+00  -3.2981383E+04   1.4904522E+01  -2.3046555E+05   5.4158543E+01   1.5289374E-04  -9.7920303E+00  -2.9981570E+04   4.9437505E+03  -2.2225180E+05   5.4158543E+01   1.5289374E-04  -9.7920303E+00  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005527E+01  -5.0001522E+01  -4.9597286E+01  -4.8717148E+01  -4.7426609E+01  -4.5754353E+01  -4.3731007E+01  -4.1385826E+01  -3.8749241E+01  -3.5856747E+01  -3.2737087E+01  -2.9417898E+01  -2.5924271E+01  -2.2277140E+01  -1.8489967E+01  -1.4573513E+01  -1.0537071E+01  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005646E+01  -5.0005459E+01  -5.0001732E+01  -4.9559849E+01  -4.8655693E+01  -4.7353893E+01  -4.5663956E+01  -4.3611233E+01  -4.1223263E+01  -3.8545700E+01  -3.5640018E+01  -3.2522160E+01  -2.9215298E+01  -2.5742601E+01  -2.2122377E+01  -1.8367361E+01  -1.4502705E+01  -1.0537071E+01
    1.1640   5.1883012E+05   4.4205484E+05   5.1442009E+05   2.2427827E+05   2.3272275E+05   2.2428609E+05   3.2373522E+05   2.3444488E+05   3.1951488E+05   1.4655059E+04   2.0978314E+04   1.4655058E+04   3.0172269E+05   1.1637509E+05  -1.4991397E+04   2.3401578E+05   0.0000000E+00  -1.4177971E+04   2.9778109E+05  -1.1485457E+05  -1.4986967E+04  -2.5225252E+02   1.0688667E+02  -1.4652497E+04   1.5710843E+04   0.0000000E+00  -1.3901766E+04  -2.5224506E+02  -1.0688350E+02  -1.4652497E+04  -3.1516812E+05  -1.0504424E+05  -3.9852156E+05  -1.3836805E+01  -3.7768777E-03  -1.0539637E+01  -2.6867994E+05   1.1215217E+02  -3.5103212E+05  -1.3836805E+01  -3.7768777E-03  -1.0539637E+01  -3.1245022E+05   1.0439196E+05  -3.9510156E+05  -1.3836805E+01  -3.7768777E-03  -1.0539637E+01  -2.9939590E+04  -4.9088823E+03  -2.2221672E+05   5.4159077E+01   1.4660400E-04  -9.7912035E+00  -3.2929977E+04   1.5152748E+01  -2.3038119E+05   5.4159077E+01   1.4660400E-04  -9.7912035E+00  -2.9940510E+04   4.9362153E+03  -2.2222388E+05   5.4159077E+01   1.4660400E-04  -9.7912035E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005531E+01  -5.0001511E+01  -4.9598995E+01  -4.8719414E+01  -4.7429108E+01  -4.5756893E+01  -4.3733505E+01  -4.1388214E+01  -3.8751511E+01  -3.5859009E+01  -3.2739365E+01  -2.9420313E+01  -2.5926815E+01  -2.2279865E+01  -1.8492682E+01  -1.4576221E+01  -1.0539637E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005646E+01  -5.0005463E+01  -5.0001724E+01  -4.9561836E+01  -4.8657986E+01  -4.7356155E+01  -4.5666283E+01  -4.3613445E+01  -4.1225368E+01  -3.8547565E+01  -3.5641979E+01  -3.2524334E+01  -2.9217751E+01  -2.5745113E+01  -2.2125111E+01  -1.8370144E+01  -1.4505457E+01  -1.0539637E+01
    1.1670   5.2394859E+05   4.4522738E+05   5.1886050E+05   2.2427870E+05   2.3267553E+05   2.2428653E+05   3.2922547E+05   2.4039864E+05   3.2439150E+05   1.4655021E+04   2.0984768E+04   1.4655021E+04   3.0685362E+05   1.1834420E+05  -1.4997154E+04   2.3997980E+05   0.0000000E+00  -1.4184569E+04   3.0233900E+05  -1.1660281E+05  -1.4992080E+04  -2.5052333E+02   1.0615395E+02  -1.4652495E+04   1.5719467E+04   0.0000000E+00  -1.3901756E+04  -2.5051582E+02  -1.0615077E+02  -1.4652495E+04  -3.1832441E+05  -1.0610867E+05  -4.0240856E+05  -1.3836235E+01  -3.7949441E-03  -1.0542207E+01  -2.7063488E+05   1.1302983E+02  -3.5353100E+05  -1.3836235E+01  -3.7949441E-03  -1.0542207E+01  -3.1518641E+05   1.0531857E+05  -3.9847425E+05  -1.3836235E+01  -3.7949441E-03  -1.0542207E+01  -2.9903256E+04  -4.9016211E+03  -2.2222220E+05   5.4159607E+01   1.4026430E-04  -9.7903767E+00  -3.2885070E+04   1.5403542E+01  -2.3033992E+05   5.4159607E+01   1.4026430E-04  -9.7903767E+00  -2.9904172E+04   4.9294565E+03  -2.2222936E+05   5.4159607E+01   1.4026430E-04  -9.7903767E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005531E+01  -5.0001495E+01  -4.9600697E+01  -4.8721684E+01  -4.7431606E+01  -4.5759434E+01  -4.3736008E+01  -4.1390610E+01  -3.8753784E+01  -3.5861275E+01  -3.2741650E+01  -2.9422735E+01  -2.5929369E+01  -2.2282598E+01  -1.8495403E+01  -1.4578935E+01  -1.0542207E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005646E+01  -5.0005466E+01  -5.0001713E+01  -4.9563835E+01  -4.8660297E+01  -4.7358425E+01  -4.5668621E+01  -4.3615669E+01  -4.1227482E+01  -3.8549450E+01  -3.5643951E+01  -3.2526516E+01  -2.9220213E+01  -2.5747635E+01  -2.2127853E+01  -1.8372936E+01  -1.4508218E+01  -1.0542207E+01
    1.1700   5.2931944E+05   4.4789728E+05   5.2376072E+05   2.2432220E+05   2.3268453E+05   2.2432989E+05   3.3493866E+05   2.4573388E+05   3.2963900E+05   1.4654984E+04   2.0991203E+04   1.4654984E+04   3.1219269E+05   1.2039323E+05  -1.5003142E+04   2.4532380E+05   0.0000000E+00  -1.4190481E+04   3.0724325E+05  -1.1848430E+05  -1.4997581E+04  -2.4878772E+02   1.0541853E+02  -1.4652493E+04   1.5728065E+04   0.0000000E+00  -1.3901746E+04  -2.4878015E+02  -1.0541532E+02  -1.4652493E+04  -3.2163672E+05  -1.0722541E+05  -4.0648688E+05  -1.3835667E+01  -3.8129906E-03  -1.0544782E+01  -2.7227631E+05   1.1377888E+02  -3.5563688E+05  -1.3835667E+01  -3.8129906E-03  -1.0544782E+01  -3.1820738E+05   1.0634061E+05  -4.0219528E+05  -1.3835667E+01  -3.8129906E-03  -1.0544782E+01  -2.9872955E+04  -4.8953467E+03  -2.2227033E+05   5.4160141E+01   1.3387541E-04  -9.7895498E+00  -3.2848531E+04   1.5657897E+01  -2.3035422E+05   5.4160141E+01   1.3387541E-04  -9.7895498E+00  -2.9873848E+04   4.9236870E+03  -2.2227733E+05   5.4160141E+01   1.3387541E-04  -9.7895498E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005535E+01  -5.0001480E+01  -4.9602398E+01  -4.8723953E+01  -4.7434109E+01  -4.5761978E+01  -4.3738514E+01  -4.1393005E+01  -3.8756069E+01  -3.5863552E+01  -3.2743942E+01  -2.9425167E+01  -2.5931931E+01  -2.2285337E+01  -1.8498129E+01  -1.4581653E+01  -1.0544782E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005474E+01  -5.0001705E+01  -4.9565845E+01  -4.8662621E+01  -4.7360706E+01  -4.5670971E+01  -4.3617901E+01  -4.1229603E+01  -3.8551346E+01  -3.5645935E+01  -3.2528709E+01  -2.9222685E+01  -2.5750164E+01  -2.2130602E+01  -1.8375736E+01  -1.4510985E+01  -1.0544782E+01
    1.1730   5.3473000E+05   4.4996066E+05   5.2896288E+05   2.2440933E+05   2.3275136E+05   2.2441675E+05   3.4069325E+05   2.5024980E+05   3.3514812E+05   1.4654947E+04   2.0997621E+04   1.4654947E+04   3.1757038E+05   1.2245680E+05  -1.5009171E+04   2.4984686E+05   0.0000000E+00  -1.4195485E+04   3.1239178E+05  -1.2045965E+05  -1.5003355E+04  -2.4704572E+02   1.0468039E+02  -1.4652491E+04   1.5736639E+04   0.0000000E+00  -1.3901736E+04  -2.4703809E+02  -1.0467715E+02  -1.4652491E+04  -3.2497328E+05  -1.0835052E+05  -4.1059559E+05  -1.3835098E+01  -3.8310168E-03  -1.0547360E+01  -2.7353962E+05   1.1437284E+02  -3.5726834E+05  -1.3835098E+01  -3.8310168E-03  -1.0547360E+01  -3.2141516E+05   1.0742536E+05  -4.0614509E+05  -1.3835098E+01  -3.8310168E-03  -1.0547360E+01  -2.9848740E+04  -4.8900669E+03  -2.2236161E+05   5.4160667E+01   1.2743800E-04  -9.7887230E+00  -3.2820578E+04   1.5916093E+01  -2.3042570E+05   5.4160667E+01   1.2743800E-04  -9.7887230E+00  -2.9849596E+04   4.9189146E+03  -2.2236834E+05   5.4160667E+01   1.2743800E-04  -9.7887230E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005539E+01  -5.0001461E+01  -4.9604092E+01  -4.8726223E+01  -4.7436615E+01  -4.5764526E+01  -4.3741024E+01  -4.1395409E+01  -3.8758354E+01  -3.5865833E+01  -3.2746243E+01  -2.9427607E+01  -2.5934500E+01  -2.2288084E+01  -1.8500862E+01  -1.4584375E+01  -1.0547360E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005478E+01  -5.0001698E+01  -4.9567863E+01  -4.8664955E+01  -4.7362999E+01  -4.5673328E+01  -4.3620136E+01  -4.1231735E+01  -3.8553253E+01  -3.5647930E+01  -3.2530910E+01  -2.9225164E+01  -2.5752701E+01  -2.2133356E+01  -1.8378544E+01  -1.4513761E+01  -1.0547360E+01
    1.1760   5.3996438E+05   4.5150838E+05   5.3426775E+05   2.2453416E+05   2.3286872E+05   2.2454123E+05   3.4629672E+05   2.5393044E+05   3.4075553E+05   1.4654911E+04   2.1004021E+04   1.4654910E+04   3.2280688E+05   1.2446555E+05  -1.5015039E+04   2.5353311E+05   0.0000000E+00  -1.4199563E+04   3.1763209E+05  -1.2247003E+05  -1.5009229E+04  -2.4529727E+02   1.0393952E+02  -1.4652489E+04   1.5745188E+04   0.0000000E+00  -1.3901727E+04  -2.4528958E+02  -1.0393626E+02  -1.4652489E+04  -3.2820019E+05  -1.0943932E+05  -4.1457106E+05  -1.3834533E+01  -3.8490223E-03  -1.0549944E+01  -2.7448147E+05   1.1483404E+02  -3.5849647E+05  -1.3834533E+01  -3.8490223E-03  -1.0549944E+01  -3.2468619E+05   1.0853154E+05  -4.1017291E+05  -1.3834533E+01  -3.8490223E-03  -1.0549944E+01  -2.9829754E+04  -4.8856396E+03  -2.2249023E+05   5.4161198E+01   1.2095255E-04  -9.7878962E+00  -3.2800086E+04   1.6177771E+01  -2.3054717E+05   5.4161198E+01   1.2095255E-04  -9.7878962E+00  -2.9830559E+04   4.9149985E+03  -2.2249662E+05   5.4161198E+01   1.2095255E-04  -9.7878962E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005539E+01  -5.0001446E+01  -4.9605782E+01  -4.8728497E+01  -4.7439121E+01  -4.5767075E+01  -4.3743538E+01  -4.1397812E+01  -3.8760647E+01  -3.5868118E+01  -3.2748550E+01  -2.9430052E+01  -2.5937075E+01  -2.2290834E+01  -1.8503599E+01  -1.4587102E+01  -1.0549944E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005482E+01  -5.0001690E+01  -4.9569889E+01  -4.8667305E+01  -4.7365303E+01  -4.5675694E+01  -4.3622383E+01  -4.1233871E+01  -3.8555172E+01  -3.5649937E+01  -3.2533119E+01  -2.9227652E+01  -2.5755245E+01  -2.2136116E+01  -1.8381359E+01  -1.4516543E+01  -1.0549944E+01
    1.1790   5.4482812E+05   4.5280078E+05   5.3946219E+05   2.2468600E+05   2.3302220E+05   2.2469270E+05   3.5157697E+05   2.5694652E+05   3.4627472E+05   1.4654874E+04   2.1010408E+04   1.4654874E+04   3.2774153E+05   1.2635758E+05  -1.5020565E+04   2.5655369E+05   0.0000000E+00  -1.4202904E+04   3.2278994E+05  -1.2444827E+05  -1.5015009E+04  -2.4354236E+02   1.0319592E+02  -1.4652487E+04   1.5753715E+04   0.0000000E+00  -1.3901717E+04  -2.4353461E+02  -1.0319263E+02  -1.4652487E+04  -3.3119697E+05  -1.1045164E+05  -4.1826625E+05  -1.3833967E+01  -3.8670059E-03  -1.0552531E+01  -2.7526400E+05   1.1522743E+02  -3.5952506E+05  -1.3833967E+01  -3.8670059E-03  -1.0552531E+01  -3.2788838E+05   1.0961498E+05  -4.1411738E+05  -1.3833967E+01  -3.8670059E-03  -1.0552531E+01  -2.9814459E+04  -4.8818130E+03  -2.2264561E+05   5.4161724E+01   1.1441934E-04  -9.7870693E+00  -3.2784875E+04   1.6442030E+01  -2.3070434E+05   5.4161724E+01   1.1441934E-04  -9.7870693E+00  -2.9815209E+04   4.9116865E+03  -2.2265161E+05   5.4161724E+01   1.1441934E-04  -9.7870693E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005543E+01  -5.0001427E+01  -4.9607464E+01  -4.8730766E+01  -4.7441624E+01  -4.5769627E+01  -4.3746052E+01  -4.1400219E+01  -3.8762943E+01  -3.5870407E+01  -3.2750858E+01  -2.9432503E+01  -2.5939657E+01  -2.2293592E+01  -1.8506342E+01  -1.4589833E+01  -1.0552531E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005486E+01  -5.0001678E+01  -4.9571922E+01  -4.8669666E+01  -4.7367619E+01  -4.5678066E+01  -4.3624634E+01  -4.1236019E+01  -3.8557106E+01  -3.5651951E+01  -3.2535339E+01  -2.9230148E+01  -2.5757797E+01  -2.2138884E+01  -1.8384182E+01  -1.4519333E+01  -1.0552531E+01
    1.1820   5.4916950E+05   4.5420134E+05   5.4434494E+05   2.2484875E+05   2.3319020E+05   2.2485509E+05   3.5640803E+05   2.5961516E+05   3.5152766E+05   1.4654838E+04   2.1016779E+04   1.4654838E+04   3.3225669E+05   1.2808754E+05  -1.5025618E+04   2.5922620E+05   0.0000000E+00  -1.4205860E+04   3.2769916E+05  -1.2633030E+05  -1.5020507E+04  -2.4178091E+02   1.0244954E+02  -1.4652485E+04   1.5762220E+04   0.0000000E+00  -1.3901707E+04  -2.4177310E+02  -1.0244623E+02  -1.4652485E+04  -3.3386969E+05  -1.1135608E+05  -4.2156612E+05  -1.3833404E+01  -3.8849660E-03  -1.0555123E+01  -2.7611338E+05   1.1564406E+02  -3.6063869E+05  -1.3833404E+01  -3.8849660E-03  -1.0555123E+01  -3.3089703E+05   1.1063395E+05  -4.1782619E+05  -1.3833404E+01  -3.8849660E-03  -1.0555123E+01  -2.9800561E+04  -4.8782104E+03  -2.2281178E+05   5.4162251E+01   1.0783850E-04  -9.7862415E+00  -3.2771703E+04   1.6707363E+01  -2.3087591E+05   5.4162251E+01   1.0783850E-04  -9.7862415E+00  -2.9801258E+04   4.9086006E+03  -2.2281742E+05   5.4162251E+01   1.0783850E-04  -9.7862415E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005543E+01  -5.0001408E+01  -4.9609135E+01  -4.8733036E+01  -4.7444130E+01  -4.5772175E+01  -4.3748566E+01  -4.1402626E+01  -3.8765240E+01  -3.5872704E+01  -3.2753178E+01  -2.9434959E+01  -2.5942245E+01  -2.2296354E+01  -1.8509089E+01  -1.4592567E+01  -1.0555123E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005489E+01  -5.0001671E+01  -4.9573963E+01  -4.8672043E+01  -4.7369942E+01  -4.5680450E+01  -4.3626892E+01  -4.1238174E+01  -3.8559052E+01  -3.5653976E+01  -3.2537571E+01  -2.9232653E+01  -2.5760359E+01  -2.2141657E+01  -1.8387014E+01  -1.4522130E+01  -1.0555123E+01
    1.1850   5.5289381E+05   4.5608638E+05   5.4874900E+05   2.2500662E+05   2.3335078E+05   2.2501269E+05   3.6072572E+05   2.6232316E+05   3.5637222E+05   1.4654802E+04   2.1023137E+04   1.4654801E+04   3.3629241E+05   1.2963238E+05  -1.5030130E+04   2.6193805E+05   0.0000000E+00  -1.4208857E+04   3.3222694E+05  -1.2806498E+05  -1.5025573E+04  -2.4001288E+02   1.0170037E+02  -1.4652482E+04   1.5770704E+04   0.0000000E+00  -1.3901697E+04  -2.4000500E+02  -1.0169704E+02  -1.4652482E+04  -3.3615966E+05  -1.1213303E+05  -4.2439891E+05  -1.3832841E+01  -3.9029012E-03  -1.0557720E+01  -2.7726372E+05   1.1617841E+02  -3.6213200E+05  -1.3832841E+01  -3.9029012E-03  -1.0557720E+01  -3.3360862E+05   1.1155381E+05  -4.2117278E+05  -1.3832841E+01  -3.9029012E-03  -1.0557720E+01  -2.9785822E+04  -4.8744653E+03  -2.2297314E+05   5.4162773E+01   1.0120997E-04  -9.7854147E+00  -3.2757291E+04   1.6972147E+01  -2.3104014E+05   5.4162773E+01   1.0120997E-04  -9.7854147E+00  -2.9786477E+04   4.9053735E+03  -2.2297850E+05   5.4162773E+01   1.0120997E-04  -9.7854147E+00  -5.0005592E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005547E+01  -5.0001392E+01  -4.9610802E+01  -4.8735306E+01  -4.7446632E+01  -4.5774723E+01  -4.3751080E+01  -4.1405037E+01  -3.8767540E+01  -3.5875000E+01  -3.2755497E+01  -2.9437420E+01  -2.5944839E+01  -2.2299120E+01  -1.8511841E+01  -1.4595304E+01  -1.0557720E+01  -5.0005596E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005650E+01  -5.0005493E+01  -5.0001659E+01  -4.9576008E+01  -4.8674427E+01  -4.7372272E+01  -4.5682838E+01  -4.3629158E+01  -4.1240337E+01  -3.8561012E+01  -3.5656013E+01  -3.2539810E+01  -2.9235167E+01  -2.5762928E+01  -2.2144436E+01  -1.8389854E+01  -1.4524934E+01  -1.0557720E+01
